Dye/Sample Peak	Sample File Name	Size	Height	Area	Data Point	
"B,15"	1_3_671_HpyCH4IV_2006-01-25.fsa	617.84	1638	35486	10044	
"G,5"	1_3_671_BsuRI_2006-01-25.fsa	42.08	255	2319	2552	
"G,6"	1_3_671_BsuRI_2006-01-25.fsa	43.13	108	1110	2568	
"G,7"	1_3_671_BsuRI_2006-01-25.fsa	77.24	116	859	3088	
"G,8"	1_3_671_BsuRI_2006-01-25.fsa	82.38	56	386	3163	
"G,9"	1_3_671_BsuRI_2006-01-25.fsa	85.01	396	3361	3201	
"G,10"	1_3_671_BsuRI_2006-01-25.fsa	91.42	230	1990	3293	
"G,11"	1_3_671_BsuRI_2006-01-25.fsa	126.16	584	5024	3773	
"G,12"	1_3_671_BsuRI_2006-01-25.fsa	151.58	208	2389	4120	
"G,13"	1_3_671_BsuRI_2006-01-25.fsa	153.08	138	1710	4140	
"G,14"	1_3_671_BsuRI_2006-01-25.fsa	162.96	91	718	4271	
"G,15"	1_3_671_BsuRI_2006-01-25.fsa	176.69	78	580	4452	
"G,16"	1_3_671_BsuRI_2006-01-25.fsa	217.45	181	1436	4986	
"G,17"	1_3_671_BsuRI_2006-01-25.fsa	441.29	1461	22442	7767	
"G,18"	1_3_671_BsuRI_2006-01-25.fsa	443.19	507	6553	7789	
"G,4"	1_3_671_HpyCH4IV_2006-01-25.fsa	42.01	374	3420	2590	
"G,5"	1_3_671_HpyCH4IV_2006-01-25.fsa	43.12	156	1707	2607	
"G,6"	1_3_671_HpyCH4IV_2006-01-25.fsa	97.95	160	1388	3431	
"G,7"	1_3_671_HpyCH4IV_2006-01-25.fsa	102.71	294	2619	3498	
"G,8"	1_3_671_HpyCH4IV_2006-01-25.fsa	106.92	3053	31503	3557	
"G,9"	1_3_671_HpyCH4IV_2006-01-25.fsa	107.78	1181	9367	3569	
"G,10"	1_3_671_HpyCH4IV_2006-01-25.fsa	131.14	96	759	3894	
"G,11"	1_3_671_HpyCH4IV_2006-01-25.fsa	132.14	590	6446	3908	
"G,12"	1_3_671_HpyCH4IV_2006-01-25.fsa	143.02	356	3339	4060	
"G,13"	1_3_671_HpyCH4IV_2006-01-25.fsa	144.1	55	455	4075	
"G,14"	1_3_671_HpyCH4IV_2006-01-25.fsa	491.71	752	12130	8584	
"G,15"	1_3_671_HpyCH4IV_2006-01-25.fsa	590.83	570	17637	9742	
"G,16"	1_3_671_HpyCH4IV_2006-01-25.fsa	593.76	113	542	9775	
"G,17"	1_3_671_HpyCH4IV_2006-01-25.fsa	593.94	113	587	9777	
"G,18"	1_3_671_HpyCH4IV_2006-01-25.fsa	594.65	63	362	9785	
"G,19"	1_3_671_HpyCH4IV_2006-01-25.fsa	595.01	61	439	9789	
"G,20"	1_3_671_HpyCH4IV_2006-01-25.fsa	606.69	404	8609	9920	
"B,3"	4_17_675_BsuRI_2005-10-03.fsa	126.18	703	5632	3729	
"B,4"	4_17_675_BsuRI_2005-10-03.fsa	131.66	5198	48519	3803	
"B,5"	4_17_675_BsuRI_2005-10-03.fsa	230.13	5884	58390	5082	
"B,6"	4_17_675_BsuRI_2005-10-03.fsa	479.37	1546	22490	8078	
"B,7"	4_17_675_BsuRI_2005-10-03.fsa	667.43	647	14491	10059	
"B,3"	4_17_675_HpyCH4IV_2005-11-28.fsa	104.52	962	8710	3441	
"B,4"	4_17_675_HpyCH4IV_2005-11-28.fsa	266.35	1704	18651	5521	
"B,5"	4_17_675_HpyCH4IV_2005-11-28.fsa	391.98	1609	21898	7014	
"B,6"	4_17_675_HpyCH4IV_2005-11-28.fsa	594.49	2357	54067	9164	
"B,7"	4_17_675_HpyCH4IV_2005-11-28.fsa	599.8	168	2461	9216	
"B,8"	4_17_675_HpyCH4IV_2005-11-28.fsa	600	180	1702	9218	
"B,9"	4_17_675_HpyCH4IV_2005-11-28.fsa	724.59	2870	66248	10362	
"Y,1"	4_17_675_BsuRI_2005-10-03.fsa	81.31	370	2934	3117	
"Y,2"	4_17_675_BsuRI_2005-10-03.fsa	84.99	986	8616	3169	
"G,1"	4_17_675_BsuRI_2005-10-03.fsa	132.03	69	444	3808	
"Y,3"	4_17_675_BsuRI_2005-10-03.fsa	152.37	2149	20179	4080	
"Y,4"	4_17_675_BsuRI_2005-10-03.fsa	156.6	322	3906	4135	
"Y,5"	4_17_675_BsuRI_2005-10-03.fsa	162.83	109	777	4216	
"Y,6"	4_17_675_BsuRI_2005-10-03.fsa	170.95	84	574	4321	
"Y,7"	4_17_675_BsuRI_2005-10-03.fsa	191.52	2736	26302	4585	
"G,2"	4_17_675_BsuRI_2005-10-03.fsa	230.29	77	166	5084	
"G,3"	4_17_675_BsuRI_2005-10-03.fsa	230.52	70	447	5087	
"Y,8"	4_17_675_BsuRI_2005-10-03.fsa	487.28	179	2241	8167	
"Y,9"	4_17_675_BsuRI_2005-10-03.fsa	568.59	95	1229	9057	
"Y,10"	4_17_675_BsuRI_2005-10-03.fsa	666.6	437	9764	10051	
"Y,2"	4_17_675_HpyCH4IV_2005-11-28.fsa	107.42	106	909	3480	
"Y,3"	4_17_675_HpyCH4IV_2005-11-28.fsa	142.52	51	248	3948	
"Y,4"	4_17_675_HpyCH4IV_2005-11-28.fsa	168.03	1212	11887	4279	
"Y,5"	4_17_675_HpyCH4IV_2005-11-28.fsa	389.98	565	11638	6991	
"Y,6"	4_17_675_HpyCH4IV_2005-11-28.fsa	478.52	245	3519	7965	
"Y,7"	4_17_675_HpyCH4IV_2005-11-28.fsa	592.36	1390	28077	9143	
"Y,8"	4_17_675_HpyCH4IV_2005-11-28.fsa	599.08	134	2175	9209	
"Y,9"	4_17_675_HpyCH4IV_2005-11-28.fsa	719.53	1643	35113	10318	
"B,6"	4_17_676_BsuRI_2006-01-25.fsa	42.34	60	295	2552	
"B,7"	4_17_676_BsuRI_2006-01-25.fsa	45.88	278	2034	2606	
"B,8"	4_17_676_BsuRI_2006-01-25.fsa	83.39	158	991	3173	
"B,9"	4_17_676_BsuRI_2006-01-25.fsa	129.36	3549	30881	3810	
"B,10"	4_17_676_BsuRI_2006-01-25.fsa	130.52	4919	44024	3826	
"B,11"	4_17_676_BsuRI_2006-01-25.fsa	131.76	175	1773	3843	
"B,12"	4_17_676_BsuRI_2006-01-25.fsa	231.17	1615	15948	5152	
"B,9"	4_17_676_HpyCH4IV_2006-01-25.fsa	42.32	165	1165	2557	
"B,10"	4_17_676_HpyCH4IV_2006-01-25.fsa	45.87	580	4789	2611	
"B,11"	4_17_676_HpyCH4IV_2006-01-25.fsa	51.34	117	727	2695	
"B,12"	4_17_676_HpyCH4IV_2006-01-25.fsa	54.41	85	458	2743	
"B,13"	4_17_676_HpyCH4IV_2006-01-25.fsa	55.5	140	1129	2760	
"B,14"	4_17_676_HpyCH4IV_2006-01-25.fsa	142.73	54	266	3997	
"B,15"	4_17_676_HpyCH4IV_2006-01-25.fsa	143.02	78	150	4001	
"B,16"	4_17_676_HpyCH4IV_2006-01-25.fsa	220.58	266	2192	5022	
"B,17"	4_17_676_HpyCH4IV_2006-01-25.fsa	266.5	82	556	5617	
"B,18"	4_17_676_HpyCH4IV_2006-01-25.fsa	392.17	195	1956	7163	
"B,19"	4_17_676_HpyCH4IV_2006-01-25.fsa	440.67	4840	74146	7735	
"B,20"	4_17_676_HpyCH4IV_2006-01-25.fsa	452.61	340	4349	7869	
"B,21"	4_17_676_HpyCH4IV_2006-01-25.fsa	540.19	61	507	8826	
"B,22"	4_17_676_HpyCH4IV_2006-01-25.fsa	569.78	145	2448	9138	
"B,23"	4_17_676_HpyCH4IV_2006-01-25.fsa	584.35	178	3258	9289	
"B,24"	4_17_676_HpyCH4IV_2006-01-25.fsa	595.87	4955	113227	9407	
"B,25"	4_17_676_HpyCH4IV_2006-01-25.fsa	613.25	1823	31912	9583	
"B,26"	4_17_676_HpyCH4IV_2006-01-25.fsa	616.24	77	577	9613	
"B,27"	4_17_676_HpyCH4IV_2006-01-25.fsa	616.64	85	841	9617	
"B,28"	4_17_676_HpyCH4IV_2006-01-25.fsa	620.86	148	2969	9659	
"B,29"	4_17_676_HpyCH4IV_2006-01-25.fsa	624.68	204	3335	9697	
"G,4"	4_17_676_BsuRI_2006-01-25.fsa	40.05	291	2924	2517	
"G,5"	4_17_676_BsuRI_2006-01-25.fsa	41.16	119	1271	2534	
"G,6"	4_17_676_BsuRI_2006-01-25.fsa	43.32	81	663	2567	
"G,7"	4_17_676_BsuRI_2006-01-25.fsa	46.27	283	2440	2612	
"G,8"	4_17_676_BsuRI_2006-01-25.fsa	47.32	78	777	2628	
"G,9"	4_17_676_BsuRI_2006-01-25.fsa	50.89	289	2677	2683	
"G,10"	4_17_676_BsuRI_2006-01-25.fsa	51.65	70	407	2695	
"G,11"	4_17_676_BsuRI_2006-01-25.fsa	52.6	50	501	2710	
"G,12"	4_17_676_BsuRI_2006-01-25.fsa	54.77	52	325	2744	
"G,13"	4_17_676_BsuRI_2006-01-25.fsa	55.87	112	1057	2761	
"G,14"	4_17_676_BsuRI_2006-01-25.fsa	56.77	93	943	2775	
"G,15"	4_17_676_BsuRI_2006-01-25.fsa	79.59	4017	36837	3118	
"G,16"	4_17_676_BsuRI_2006-01-25.fsa	85.55	146	1083	3204	
"G,17"	4_17_676_BsuRI_2006-01-25.fsa	89.89	305	2545	3266	
"G,18"	4_17_676_BsuRI_2006-01-25.fsa	128.56	106	704	3799	
"G,19"	4_17_676_BsuRI_2006-01-25.fsa	130.81	51	307	3830	
"G,20"	4_17_676_BsuRI_2006-01-25.fsa	152.79	77	649	4129	
"G,21"	4_17_676_BsuRI_2006-01-25.fsa	176.6	3559	33391	4442	
"G,22"	4_17_676_BsuRI_2006-01-25.fsa	191.85	144	1159	4640	
"G,23"	4_17_676_BsuRI_2006-01-25.fsa	198.29	1873	18276	4723	
"G,24"	4_17_676_BsuRI_2006-01-25.fsa	438.82	168	2080	7692	
"G,25"	4_17_676_BsuRI_2006-01-25.fsa	444.39	56	326	7755	
"G,26"	4_17_676_BsuRI_2006-01-25.fsa	444.74	61	491	7759	
"G,27"	4_17_676_BsuRI_2006-01-25.fsa	447.32	501	6936	7788	
"G,28"	4_17_676_BsuRI_2006-01-25.fsa	449.46	380	5260	7812	
"G,29"	4_17_676_BsuRI_2006-01-25.fsa	452.44	94	1306	7844	
"G,30"	4_17_676_BsuRI_2006-01-25.fsa	568.88	63	653	9094	
"G,31"	4_17_676_BsuRI_2006-01-25.fsa	569.47	55	404	9100	
"G,32"	4_17_676_BsuRI_2006-01-25.fsa	620.72	145	2726	9617	
"G,6"	4_17_676_HpyCH4IV_2006-01-25.fsa	40.03	555	5652	2522	
"G,7"	4_17_676_HpyCH4IV_2006-01-25.fsa	41.21	234	2418	2540	
"G,8"	4_17_676_HpyCH4IV_2006-01-25.fsa	43.24	148	1245	2571	
"G,9"	4_17_676_HpyCH4IV_2006-01-25.fsa	46.26	520	4713	2617	
"G,10"	4_17_676_HpyCH4IV_2006-01-25.fsa	47.31	157	1681	2633	
"G,11"	4_17_676_HpyCH4IV_2006-01-25.fsa	51.65	121	930	2700	
"G,12"	4_17_676_HpyCH4IV_2006-01-25.fsa	52.68	106	1181	2716	
"G,13"	4_17_676_HpyCH4IV_2006-01-25.fsa	54.86	99	792	2750	
"G,14"	4_17_676_HpyCH4IV_2006-01-25.fsa	55.82	214	2218	2765	
"G,15"	4_17_676_HpyCH4IV_2006-01-25.fsa	56.79	177	1958	2780	
"G,16"	4_17_676_HpyCH4IV_2006-01-25.fsa	107.76	4035	40650	3519	
"Y,1"	4_17_676_HpyCH4IV_2006-01-25.fsa	143.02	174	270	4001	
"G,17"	4_17_676_HpyCH4IV_2006-01-25.fsa	143.02	7636	77871	4001	
"Y,2"	4_17_676_HpyCH4IV_2006-01-25.fsa	143.31	69	768	4005	
"G,18"	4_17_676_HpyCH4IV_2006-01-25.fsa	168.58	624	6009	4342	
"G,19"	4_17_676_HpyCH4IV_2006-01-25.fsa	189.51	207	1859	4616	
"G,20"	4_17_676_HpyCH4IV_2006-01-25.fsa	252.01	92	762	5431	
"G,21"	4_17_676_HpyCH4IV_2006-01-25.fsa	389.9	62	348	7136	
"G,22"	4_17_676_HpyCH4IV_2006-01-25.fsa	390.4	114	1777	7142	
"G,23"	4_17_676_HpyCH4IV_2006-01-25.fsa	496.37	99	1234	8349	
"G,24"	4_17_676_HpyCH4IV_2006-01-25.fsa	568.15	313	5977	9121	
"G,25"	4_17_676_HpyCH4IV_2006-01-25.fsa	583.28	291	5843	9278	
"G,26"	4_17_676_HpyCH4IV_2006-01-25.fsa	594.7	6036	128211	9395	
"Y,3"	4_17_676_HpyCH4IV_2006-01-25.fsa	594.99	268	1272	9398	
"G,27"	4_17_676_HpyCH4IV_2006-01-25.fsa	620.86	321	7117	9659	
"G,28"	4_17_676_HpyCH4IV_2006-01-25.fsa	623.68	343	6722	9687	
"G,29"	4_17_676_HpyCH4IV_2006-01-25.fsa	663.93	51	252	10075	
"G,30"	4_17_676_HpyCH4IV_2006-01-25.fsa	664.68	61	845	10082	
"G,31"	4_17_676_HpyCH4IV_2006-01-25.fsa	719.63	66	468	10585	
"G,32"	4_17_676_HpyCH4IV_2006-01-25.fsa	720.07	87	970	10589	
"B,2"	4_17_678_BsuRI_2005-10-03.fsa	89.61	141	774	3195	
"B,3"	4_17_678_BsuRI_2005-10-03.fsa	131.91	89	431	3761	
"B,4"	4_17_678_BsuRI_2005-10-03.fsa	529.38	4872	108979	8576	
"B,5"	4_17_678_BsuRI_2005-10-03.fsa	666.94	282	4528	10015	
"B,16"	4_17_678_HpyCH4IV_2005-11-28.fsa	266.46	1252	16115	5804	
"B,17"	4_17_678_HpyCH4IV_2005-11-28.fsa	616.35	6622	209112	10067	
"Y,1"	4_17_678_BsuRI_2005-10-03.fsa	198.33	4185	39099	4617	
"G,1"	4_17_678_BsuRI_2005-10-03.fsa	530.39	63	629	8587	
"Y,2"	4_17_678_BsuRI_2005-10-03.fsa	666.32	213	3802	10009	
"Y,3"	4_17_678_BsuRI_2005-10-03.fsa	726.5	132	2251	10585	
"Y,3"	4_17_678_HpyCH4IV_2005-11-28.fsa	107.36	7299	74315	3627	
"Y,4"	4_17_678_HpyCH4IV_2005-11-28.fsa	390	571	9243	7403	
"B,4"	4_17_681_BsuRI_2005-10-03.fsa	132.01	633	4992	3751	
"B,5"	4_17_681_BsuRI_2005-10-03.fsa	229.96	4982	47837	4996	
"B,6"	4_17_681_BsuRI_2005-10-03.fsa	479.84	278	3211	7885	
"B,5"	4_17_681_HpyCH4IV_2005-11-28.fsa	392.12	258	2802	6998	
"B,6"	4_17_681_HpyCH4IV_2005-11-28.fsa	600.1	144	1090	9199	
"B,7"	4_17_681_HpyCH4IV_2005-11-28.fsa	600.31	148	1275	9201	
"B,8"	4_17_681_HpyCH4IV_2005-11-28.fsa	724.52	2432	55174	10337	
"Y,2"	4_17_681_BsuRI_2005-10-03.fsa	84.98	243	1718	3123	
"Y,3"	4_17_681_BsuRI_2005-10-03.fsa	156.17	196	2137	4067	
"Y,4"	4_17_681_BsuRI_2005-10-03.fsa	191.32	2452	22633	4511	
"G,2"	4_17_681_BsuRI_2005-10-03.fsa	230.28	79	605	5000	
"Y,5"	4_17_681_BsuRI_2005-10-03.fsa	487.08	108	1156	7963	
"Y,2"	4_17_681_HpyCH4IV_2005-11-28.fsa	129.85	167	167	3767	
"Y,3"	4_17_681_HpyCH4IV_2005-11-28.fsa	168.05	268	2446	4267	
"Y,4"	4_17_681_HpyCH4IV_2005-11-28.fsa	599.59	110	1840	9194	
"Y,5"	4_17_681_HpyCH4IV_2005-11-28.fsa	719.56	1348	28400	10294	
"B,2"	4_17_682_BsuRI_2006-01-25.fsa	191.54	60	247	4650	
"B,3"	4_17_682_BsuRI_2006-01-25.fsa	191.85	128	291	4654	
"B,4"	4_17_682_BsuRI_2006-01-25.fsa	230.02	7744	77629	5155	
"B,5"	4_17_682_BsuRI_2006-01-25.fsa	447.11	59	460	7840	
"B,6"	4_17_682_BsuRI_2006-01-25.fsa	529.87	88	747	8760	
"B,7"	4_17_682_BsuRI_2006-01-25.fsa	686.57	344	6189	10352	
"B,5"	4_17_682_HpyCH4IV_2006-01-25.fsa	207.76	127	878	4843	
"B,6"	4_17_682_HpyCH4IV_2006-01-25.fsa	266.53	152	1270	5606	
"B,7"	4_17_682_HpyCH4IV_2006-01-25.fsa	285.52	1297	13214	5847	
"B,8"	4_17_682_HpyCH4IV_2006-01-25.fsa	366.98	284	2699	6850	
"B,9"	4_17_682_HpyCH4IV_2006-01-25.fsa	719.96	943	8452	10607	
"B,10"	4_17_682_HpyCH4IV_2006-01-25.fsa	724.69	7304	161769	10650	
"Y,1"	4_17_682_BsuRI_2006-01-25.fsa	191.85	216	286	4654	
"G,2"	4_17_682_BsuRI_2006-01-25.fsa	191.92	7691	75418	4655	
"Y,2"	4_17_682_BsuRI_2006-01-25.fsa	192.15	84	880	4658	
"G,3"	4_17_682_BsuRI_2006-01-25.fsa	198.15	74	762	4736	
"G,4"	4_17_682_BsuRI_2006-01-25.fsa	230.09	91	227	5156	
"G,5"	4_17_682_BsuRI_2006-01-25.fsa	230.48	78	594	5161	
"G,6"	4_17_682_BsuRI_2006-01-25.fsa	487.36	509	7079	8285	
"G,7"	4_17_682_BsuRI_2006-01-25.fsa	532.71	197	2626	8791	
"G,8"	4_17_682_BsuRI_2006-01-25.fsa	686.78	560	11734	10354	
"G,2"	4_17_682_HpyCH4IV_2006-01-25.fsa	107.77	201	2134	3512	
"G,3"	4_17_682_HpyCH4IV_2006-01-25.fsa	108.35	164	980	3520	
"G,4"	4_17_682_HpyCH4IV_2006-01-25.fsa	168.59	92	803	4333	
"G,5"	4_17_682_HpyCH4IV_2006-01-25.fsa	346.87	450	5150	6606	
"G,6"	4_17_682_HpyCH4IV_2006-01-25.fsa	390.53	250	2589	7133	
"G,7"	4_17_682_HpyCH4IV_2006-01-25.fsa	392.12	1844	24647	7152	
"G,8"	4_17_682_HpyCH4IV_2006-01-25.fsa	719.63	7540	94717	10604	
"Y,1"	4_17_682_HpyCH4IV_2006-01-25.fsa	719.96	925	6448	10607	
"G,9"	4_17_682_HpyCH4IV_2006-01-25.fsa	720.29	7533	90783	10610	
"Y,2"	4_17_682_HpyCH4IV_2006-01-25.fsa	720.84	79	407	10615	
"Y,3"	4_17_682_HpyCH4IV_2006-01-25.fsa	721.5	80	838	10621	
"Y,4"	4_17_682_HpyCH4IV_2006-01-25.fsa	722.93	61	598	10634	
"Y,5"	4_17_682_HpyCH4IV_2006-01-25.fsa	723.7	68	222	10641	
"Y,6"	4_17_682_HpyCH4IV_2006-01-25.fsa	724.25	66	466	10646	
"Y,7"	4_17_682_HpyCH4IV_2006-01-25.fsa	724.91	73	526	10652	
"G,10"	4_17_682_HpyCH4IV_2006-01-25.fsa	725.13	77	383	10654	
"G,11"	4_17_682_HpyCH4IV_2006-01-25.fsa	726.13	113	610	10663	
"G,12"	4_17_682_HpyCH4IV_2006-01-25.fsa	726.57	98	1209	10667	
